,,,-30.85120010,-512.000024319E-3,
,,,-30.84799957,-512.000024319E-3,
,,,-30.84479904,-512.000024319E-3,
,,,-30.84160042,-512.000024319E-3,
,,,-30.83839989,-512.000024319E-3,
,,,-30.83519936,-512.000024319E-3,
,,,-30.83200073,-512.000024319E-3,
,,,-30.82880020,-512.000024319E-3,
,,,-30.82559967,-512.000024319E-3,
,,,-30.82239914,-512.000024319E-3,
,,,-30.81920052,-512.000024319E-3,
,,,-30.81599998,-512.000024319E-3,
,,,-30.81279945,-512.000024319E-3,
,,,-30.80960083,-512.000024319E-3,
,,,-30.80640030,-512.000024319E-3,
,,,-30.80319977,-512.000024319E-3,
,,,-30.79999924,-512.000024319E-3,
,,,-30.79680061,-512.000024319E-3,
,,,-30.79360008,-512.000024319E-3,
,,,-30.79039955,-512.000024319E-3,
,,,-30.78719902,-512.000024319E-3,
,,,-30.78400040,-512.000024319E-3,
,,,-30.78079987,-512.000024319E-3,
,,,-30.77759933,-512.000024319E-3,
,,,-30.77440071,-512.000024319E-3,
,,,-30.77120018,-512.000024319E-3,
,,,-30.76799965,-512.000024319E-3,
,,,-30.76479912,-512.000024319E-3,
,,,-30.76160049,-512.000024319E-3,
,,,-30.75839996,-512.000024319E-3,
,,,-30.75519943,-512.000024319E-3,
,,,-30.75200081,-512.000024319E-3,
,,,-30.74880028,-512.000024319E-3,
,,,-30.74559975,-512.000024319E-3,
,,,-30.74239922,-512.000024319E-3,
,,,-30.73920059,-512.000024319E-3,
,,,-30.73600006,-512.000024319E-3,
,,,-30.73279953,-512.000024319E-3,
,,,-30.72959900,-512.000024319E-3,
,,,-30.72640038,-512.000024319E-3,
,,,-30.72319984,-512.000024319E-3,
,,,-30.71999931,-512.000024319E-3,
,,,-30.71680069,-512.000024319E-3,
,,,-30.71360016,-512.000024319E-3,
,,,-30.71039963,-512.000024319E-3,
,,,-30.70719910,-512.000024319E-3,
,,,-30.70400047,-512.000024319E-3,
,,,-30.70079994,-512.000024319E-3,
,,,-30.69759941,-512.000024319E-3,
,,,-30.69440079,-512.000024319E-3,
,,,-30.69120026,-512.000024319E-3,
,,,-30.68799973,-512.000024319E-3,
,,,-30.68479919,-512.000024319E-3,
,,,-30.68160057,-512.000024319E-3,
,,,-30.67840004,-512.000024319E-3,
,,,-30.67519951,-512.000024319E-3,
,,,-30.67200089,-512.000024319E-3,
,,,-30.66880035,-512.000024319E-3,
,,,-30.66559982,-512.000024319E-3,
,,,-30.66239929,-512.000024319E-3,
,,,-30.65920067,-512.000024319E-3,
,,,-30.65600014,-512.000024319E-3,
,,,-30.65279961,-512.000024319E-3,
,,,-30.64959908,-512.000024319E-3,
,,,-30.64640045,-512.000024319E-3,
,,,-30.64319992,-512.000024319E-3,
,,,-30.63999939,-512.000024319E-3,
,,,-30.63680077,-512.000024319E-3,
,,,-30.63360023,-512.000024319E-3,
,,,-30.63039970,-512.000024319E-3,
,,,-30.62719917,-512.000024319E-3,
,,,-30.62400055,-512.000024319E-3,
,,,-30.62080002,-512.000024319E-3,
,,,-30.61759949,-512.000024319E-3,
,,,-30.61440086,-512.000024319E-3,
,,,-30.61120033,-512.000024319E-3,
,,,-30.60799980,-512.000024319E-3,
,,,-30.60479927,-512.000024319E-3,
,,,-30.60160065,-512.000024319E-3,
,,,-30.59840012,-512.000024319E-3,
,,,-30.59519958,-512.000024319E-3,
,,,-30.59199905,-512.000024319E-3,
,,,-30.58880043,-512.000024319E-3,
,,,-30.58559990,-512.000024319E-3,
,,,-30.58239937,-512.000024319E-3,
,,,-30.57920074,-512.000024319E-3,
,,,-30.57600021,-512.000024319E-3,
,,,-30.57279968,-512.000024319E-3,
,,,-30.56959915,-512.000024319E-3,
,,,-30.56640053,-512.000024319E-3,
,,,-30.56320000,-512.000024319E-3,
,,,-30.55999947,-512.000024319E-3,
,,,-30.55680084,-512.000024319E-3,
,,,-30.55360031,-512.000024319E-3,
,,,-30.55039978,-512.000024319E-3,
